mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,Alaskan Yellow Cedar Poles EPA,Southern Yellow Pine Poles EPA,ero_vista_pole_size
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,22,0,4.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,22,0,1.76,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,22,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,22,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,22,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,24,0,2.58,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,24,0,1.34,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,8,49.83,56.33,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,8,45.77,51.74,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,8,39,44.09,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,8,33.63,38.02,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,8,29.3,33.12,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,8,25.75,29.11,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,10,49.83,56.33,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,10,45.77,51.74,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,10,38.98,44.09,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,10,33.61,38.02,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,10,29.28,33.12,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,10,25.54,29.11,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,12,43.54,56.33,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,12,39.5,51.74,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,12,32.51,44.09,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,12,26.95,38.02,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,12,22.46,32.66,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,12,18.79,27.73,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,14,34.35,49.01,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,14,30.79,44.3,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,14,24.88,36.37,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,14,20.18,30.06,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,14,16.4,24.97,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,14,13.3,20.8,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,16,26.51,39.04,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,16,23.5,34.98,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,16,18.46,28.21,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,16,14.47,22.84,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,16,11.25,18.5,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,16,8.62,14.96,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,18,20.13,30.94,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,18,17.52,27.42,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,18,13.18,21.57,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,18,9.74,16.93,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,18,6.96,13.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,18,4.68,10.1,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,20,14.69,24.19,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,20,12.42,21.11,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,20,8.64,16,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,20,5.65,11.94,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,20,3.22,8.66,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,20,1.24,5.98,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,22,9.84,18.39,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,22,7.86,15.68,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,22,4.55,11.16,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,22,1.94,7.59,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,22,0,4.7,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,22,0,2.34,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,24,5.81,13.57,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,24,4.05,11.14,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,24,1.12,7.1,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,24,0,3.9,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,24,0,1.32,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,24,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,26,1.99,8.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,26,0,6.83,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,26,0,3.23,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,26,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,26,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,26,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,28,0,5.12,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,28,0,3.17,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,30,0,1.34,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,30,0,0,"8-1/2"" x 8-1/4"""
