wood_type,mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,epa,ero_vista_pole_size
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,1.75,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,0.81,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,4.26,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,3.36,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,1.85,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,0.66,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,1.8,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,1.03,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 VVmph,8,45.91,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,41.92,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,35.28,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,30.01,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,25.76,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,22.27,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,35.25,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,32.07,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,26.77,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,22.57,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,19.01,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,16.06,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,27.85,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,25.15,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,20.48,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,16.78,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,13.8,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,11.36,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,21.47,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,19.11,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,15.19,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,12.07,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,9.55,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,7.49,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,16.03,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,14.03,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,10.7,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,8.05,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,5.92,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,4.17,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,11.56,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,9.84,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,6.96,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,4.69,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,2.85,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,1.35,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,7.75,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,6.25,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,3.76,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,1.78,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,4.44,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,3.12,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,0.93,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,1.62,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,26,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,26,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,26,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,28,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,28,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 VVmph,8,90.12,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,82.45,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,69.66,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,59.5,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,51.32,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,44.61,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,70.12,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,63.99,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,53.78,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,45.67,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,39.14,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,33.79,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,56.4,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,51.31,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,42.82,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,35.96,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,30.31,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,25.69,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,45.65,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,41.16,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,33.72,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,27.81,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,23.04,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,19.13,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,36.16,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,32.36,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,26.01,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,20.98,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,16.92,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,13.6,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,28.5,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,25.21,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,19.73,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,15.39,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,11.88,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,9.01,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,22.05,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,19.17,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,14.4,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,10.61,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,7.55,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,5.04,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,16.31,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,13.8,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,9.62,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,6.31,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,3.63,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,1.44,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,11.62,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,9.39,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,5.67,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,2.72,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,26,7.2,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,26,5.22,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,26,1.92,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,28,3.45,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,28,1.66,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,8,13.86,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,8,12.73,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,8,10.85,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,8,9.35,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,8,8.15,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,8,7.16,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,10,13.85,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,10,12.57,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,10,10.25,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,10,8.25,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,10,6.64,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,10,5.32,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,12,10.22,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,12,8.97,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,12,6.88,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,12,5.23,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,12,3.9,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,12,2.81,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,14,6.9,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,14,5.84,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,14,4.1,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,14,2.71,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,14,1.59,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,14,0.68,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,16,4.04,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,16,3.15,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,16,1.68,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,16,0.51,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,16,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,16,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,18,1.61,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,18,0.85,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,8,29.94,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,8,27.5,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,8,23.43,"6-3/4"" x 6-3/4"""
AYC,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,8,20.21,"6-3/4"" x 6-3/4"""
